Tweet,Label
"selamat pagi, mari memulai hari dengan emosi yuk mampir~",Anger
masih pagi sudah emosi.,Anger
"apa sih bawa-bawa tahun, bodoh.",Anger
"anjing, aku baru nonton all of us are dead, bawaannya emosi sekali.",Anger
"haduh, jangan pembelajaran jarak jauh dong. sudah mulai ngerti pelajaran tiba-tiba pembelajaran jarak jauh, jadi bodoh lagi nanti.",Anger
"benar sekali sih. banyak sekali yang benci sama aku. salah satunya pas kerja di penulis. ada satu teman yang di depan baik, di belakang malah bilang ke kakak ipar aku kalau dia tidak suka aku, malah cenderung benci. pas aku diputus kontrak, dia senang sekali.",Anger
"aku steril kucing saja habis satu juta tiga ratus delapan puluh ribu rupiah, bangsat. mahal kan? tapi karena kucingku sudah tua jadi reaksinya lama sekali, masih suka kencing sembarangan, suka teriak-teriak minta keluar. itu yang bikin aku pusing.",Anger
"kalau tidak belajar, tidak kerja jauh, tidak bergaul, rasanya aku pun benci dengan perangai aku. terima kasih semua karena jadi contoh terbaik.",Anger
daftar orang bodoh dan idiot yang menolak kemajuan peradaban indonesia akan dicatat sejarah. foto mereka dipajang di tempat sampah.,Anger
"aku suka bingung, orang itu kenapa sih cari perhatian dengan membenci di secret crush? kalau kamu baca tweet aku ini, tolong ya baca. kalau tidak suka sama mika, ngomong to the point, tidak usah seperti kontol, sukanya membenci pakai secret crush seperti orang bodoh, pecundang.",Anger
"bodoh sekali ini, mana sudah tujuh belas orang yang lihat.",Anger
"kalau di sinetron itu, yang jahat jahat sekali, yang baik bodoh sekali.",Anger
"twitter aku mulai tidak jelas, mulai sedih, marah, kesal, nyinyir, lambe turah. bukan manusia baik lagi. oke, ayo ke pak ayi, aku mau obatin mental aku dulu guys.",Anger
"bangsat, benci sekali aku lihatnya.",Anger
"aku benci sama orang yang hidupnya seperti mp3, banyak lagunya.",Anger
bisa dong ya! jangan bikin emosi dulu pagi-pagi!!,Anger
"saya sungguh benci seto, dia adalah seksual anjing, pokoknya pelukan saja.",Anger
"kalau marah, balaslah anjing.",Anger
"serius aku kangen sekali, sampai menangis kadang kepikiran. tapi sekarang aku lagi benci sekali sama agensi itu. sadar tidak kalau kamu diam saja, idol kamu yang kena imbasnya? percuma diam buat redakan masalah. pastinya sepanjang karier jake masalah ini bakal diungkit.",Anger
"kita sedang bersiap, dia menelepon. memang kena marah lah. duit pun tidak ada, hutang pun tidak tahu.",Anger
siap bodoh.,Anger
"yang membuat rakyat tidak mempercayai penguasa: satu, sering berbohong pemimpinnya. dua, melarang rakyat melakukan sesuatu tapi dia sendiri yang melakukannya. tiga, terlalu vulgar mempertontonkan kebodohan dan menganggap rakyat semua bodoh.",Anger
benci sekali sama kumpulan ibu-ibu.,Anger
"pinjam uang di leasing, giliran ditagih marah ke penagih. bayar listrik menunggak, giliran petugas pln cabut listrik, malah petugas pln yang dikeroyok. pesan barang cod, tidak sesuai ekspektasi, malah kurir yang disuruh bayar. luar biasa!",Anger
salah di mana ketika harus marah pada hal yang salah? sedang kebaikan-kebaikan di video kamu potong-potong. tidak berkelas komisaris itu.,Anger
"masih pagi, jangan marah-marah bunda.",Anger
orang-orang itu perlu diajarkan sikap berbelanja. emosi.,Anger
"opini kamu yang nomor tiga bodoh. zaman nabi, poligami untuk membebaskan wanita dari perbudakan dan sebagainya. kalau kata-katamu di sini cuma mau cari enak untuk diri sendiri. sumpah, kesal sekali aku sama manusia model begini.",Anger
"kalau tunjuk muka dengan anak dan istri lalu buat pernyataan bodoh ini, itu bukan berani bang. itu bapak bodoh keras kepala seperti keledai yang tidak pikir anak-anak dan istri tercinta. ibarat kamu kasih gambar kamu dengan istri sedang bersetubuh depan anak-anak, lalu beredar di media sosial.",Anger
"hidup kok cuma modal alat kelamin tapi mau banyak perempuan, berlindung di bawah sunah rasul. nabi kalau dengar pernyataanmu ini bisa menangis, sesat bangsat. belajar agama boleh, tapi jangan sampai mabuk seperti orang ini ya teman.",Anger
pagi-pagi sudah marah-marah.,Anger
"ya ampun pagi-pagi sudah bikin emosi, haha.",Anger
manusia bodoh yang cocok dikebiri.,Anger
"marah-marah terus, keriput!",Anger
"cukup buat drama pura-pura masalah sosial masyarakat ini. sebagian besar cerita cuma menunjukkan hal negatif yang nempel di kepala. pura-pura peduli padahal mau rating naik, masalah sosial bertambah. dan lalu bawa nama melayu. tukar saja nama lain. bodoh punya sutradara.",Anger
tapi lebih bodoh penggemarnya sih.,Anger
"yang bodoh aku, maraton baca seminggu saja di wattpad english, lalu tahu-tahu dia jadi daily pass.",Anger
sabar-sabar jangan emosi.,Anger
"jarta dan ael pagi-pagi sudah bikin emosi, anjing.",Anger
"habis itu sakit hati, bodoh sekali memang.",Anger
"astaghfirullah, marah-marah.",Anger
"jalanan masih luas, kenapa klakson, bodoh. depan belakang tidak ada kendaraan.",Anger
eh tiba-tiba si a ini masuk kelompok aku. aku yang memang punya sedikit dendam maaf ya allah merasa kesal. sudah bawa senior tanpa kasih tahu aku dan temanku.,Anger
bodoh sampai ke dna-nya orang ini.,Anger
dia pasti marah.,Anger
"berlindung merasa punya hak imunitas dpr. bodoh amat, saya tidak memilih dia sebagai wakil rakyat. sok orang sunda diam saja, santet saja dari jarak jauh si orang pdi p itu, nanti dia besar kepala. anjing.",Anger
"semua yang dari arab pasti halal menurut sebagian orang-orang bodoh di indonesia. kdrt saja dibenarkan, kencing unta diminum, teroris dijadikan anggota fatwa mui, teroris dijadikan ulama, ustaz, dan guru agama.",Anger
"maaf nih mus, kalau menurut saya yang bodoh ini, bukan yang mau pindah ibu kotanya saja. memang orang seluruh jakarta mau ikut pindah ke kalimantan? kan kantor-kantor perusahaan masih di jakarta. cuma urusan administrasi negara saja yang pindah. mungkin nanti juga tetap ada perwakilan kementerian di jakarta.",Anger
gerombolan ngawur dan bodoh.,Anger
"buzzer pemerintah bani bipang kafir komunis, komentar kepanasan. dua ribu dua puluh dua masih bodoh dan dungu, mudah dibohongi dan ditipu, manusia rendah moral dan akhlak.",Anger
pengen marah tapi tidak tahu ke siapa.,Anger
karena saya kesal di detik-detik terakhir masih ada saja yang begitu.,Anger
"halo, aku makin tidak ngerti kenapa segitu kepo-nya sama masa lalu pacar aku. kayak senang lihat masa lalu pacar aku itu tidak bahagia. bodoh sekali kamu buang orang baik seperti dia. aku malah berterima kasih sama kamu karena sudah buang dia.",Anger
"tapi walaupun ada adegan romantis di rumah sakit, rating malah turun. karena setiap si jessica muncul, orang pindah-pindah channel. lebih baik lihat konflik perebutan reyna walaupun harus emosi juga lihat tingkah kuyang. daripada lihat jessica.",Anger
"hahaha, sudah tua bodoh pula.",Anger
"aku benci, kenapa kalian tepuk tangan saat ini! hoi!",Anger
makin jeblok suara pdip di jawa barat. buat orang sunda makin benci.,Anger
apa yang kamu benci sekali sama aku?,Anger
"sudah aku duga. soalnya tumben sekali cube gas sekali promosinya. jadi ingat kejadian helicopter kemarin. cube, kalau kamu sampai macam-macam sama anak aku, awas ya. aku marah benar, marah sekali.",Anger
"banyak homofobik nyampah di unggahan itu, banyak dari indonesia lagi. memancing dengan upload begitu, akhirnya ada yang bawa-bawa dan dia kena hate. bangsat memang yang menyuruh fanservice!",Anger
"pagi-pagi sudah dibikin jengkel, heran.",Anger
"eh baca ini, aku tidak mau emosi sendiri. dia yang pinjam, kok dia yang ngatur. anjing.",Anger
"lucu menurut saya itu wilayah presiden, dpr, dan mpr, bukan gubernur. kalau begitu artinya gubernur punya wewenang menyatakan diri merdeka. diksi bodoh. artinya pemindahan ibu kota tidak pernah memikirkan nasib jakarta selanjutnya mau jadi apa.",Anger
"langsung melek aku, bangsat.",Anger
"terus lawan siapa? tambah lama tambah lucu, haha. lanjutkan lawakan teman-teman. tidak emosi, malah lucu melihatnya.",Anger
aku sumpah benci nerd yang main roman buku setiap hari lalu sok keren dengan hotboys.,Anger
kenapa kamu bodoh sekali sih nder.,Anger
"giliran segala hal yang berbau islam dikebiri, dipojokkan dengan alih-alih omikron. serius, yang muslim tidak marah? imannya turun atau memang pura-pura muslim?",Anger
"kurang bodoh apalagi coba agama ini? tuhannya tidak memberikan hukum cerai, malah yang menikah lagi dianggap berzina. dan bodohnya masih ada saja yang mau jadi kristen. memang, setolol-tololnya monyet saja tidak menyembah sesama monyet, lah ini manusia dikasih akal kok menyembah sesama manusia.",Anger
bodoh bersama.,Anger
"boleh tidak sih aku kecewa atau marah sama dia, haha. cuma karena aku beli acrylic frame lalu pajang photocard bersama polaroid orang tuaku, dia bilang begini. apa aku saja yang sensitif? dikira ngekpop bikin lupa semua hal, bahkan orang tua sendiri? kamu bikin aku makin tidak mau kenal spesies cowok.",Anger
"brengsek, aku benci sekali sama matematika.",Anger
"bentar-bentar, masih pagi jangan emosi dulu. mau ganti akun dulu buat maki-maki.",Anger
"balaslah pesan, apa susahnya? cuma suruh perbaiki aplikasi saja. nanti aku tidak masuk kelas, lalu dibilang bolos. bodoh sekali.",Anger
"sumpah, shara bangsat anjing bajingan.",Anger
baru bangun sudah kena marah tiba-tiba. tapi kita harus tetap imut.,Anger
"poin ketiga seperti orang bodoh, tidak sih? ngapain sudah nikah malah berzina sama wanita lain? ya dipikir saja, itu memang nafsu kamu yang seperti itu, sok-sokan berlindung di balik kata zina.",Anger
"bicara seperti ini pun tidak merasa mau marah atau sakit hati, ya.",Anger
"aku senin kemarin hampir diserempet motor karena bule bodoh naik nmax lawan arah. aku lihat kanan karena kendaraan dari sana laju, eh si bangsat ngebut dari kiri. benar-benar satu inci dari kecelakaan besar.", Anger
"aku marah karena dia berantakan sekali, tidak mau beresin, tapi aku yang disebut gila harus diruqyah. anjing, pengen punya rumah sendiri biar bisa jauh dari keluarga ini. minimal aku yang mati duluan.",Anger
"sama diri sendiri saja tidak jujur. kalau sakit ya bilang, bodoh. obati, bukan disangkal!", Anger
admin harus banyak-banyak sabar. walaupun aku lihatnya juga ikutan emosi., Anger
"katanya orang bisa jadi bodoh karena cinta, tapi aku tidak peduli semua itu. aku cuma mikir, betapa bodohnya.",Anger
"aku mau marah sekali bacanya, ya allah, masih pagi ini emosiku diuji terus.",Anger
masih pagi sudah ada yang bikin emosi.,Anger
"bodoh mah bodoh sendiri saja, buibu. tetangga di gresik kemarin begini semua. miris. punya komunitas bodoh nan tolol itu hal paling menyenangkan yang pernah aku alami tiga tahun di sana.",Anger
aku marah tapi aku sayang sama kamu!,Anger
aduh si bodoh keceplosan.,Anger
"yang tidak menyebalkan di dunia ini cuma reiner. pengen marah anjing, pengen teriak ngentot sekeras-kerasnya.",Anger
terpantau balas dendam gara-gara sumpek sama dosen yang seenaknya sendiri.,Anger
bodoh.,Anger
kenapa bangsat.,Anger
tidak sah kalau tidak bodoh.,Anger
tahu tidak benda bodoh apa yang aku dengar di radio pagi ini? lagu hael 'kelentang kelentung' dinyanyikan dan diterjemahkan ke bahasa inggris. tiba-tiba radio ini kena maki.,Anger
paling benci memang hal begitu.,Anger
"ya ampun, iya pantesan, ih bodoh sekali aku.",Anger
"padahal kubu kamu juga membuat naik daun kan anies. rakyat juga tidak bodoh, tolol.",Anger
"lain kali otak itu biarin saja stay di kepala, jangan dipindah-pindah ke kontol, jancuk. tolol kan jadinya. musnah saja, habisin oksigen saja kalau hidup.",Anger
"baju hilang lagi di laundry, pagi-pagi sudah bikin emosi.",Anger
"bodoh tidak apa, tapi jangan dungu. om said didu belajar move on dari sakit hati.",Anger
"kata kasar: bismillah, anjing, babi, bajingan, jelek, jancuk, kontol, monyet, tai, ngentot, goblok, tolol, astaghfirullahalazim. maaf.",Anger
"padahal de gea baru dapat penghargaan, sudah dibuat sedih lagi sama tim bodoh.",Anger
bangsat.,Anger
"salah bank katanya tidak kasih paperwork pakai letterhead firma dia. eh eh, kamu yang bodoh, oke. bank pun bilang kamu tidak cek sebelum kasih customer tanda tangan.",Anger
nomor tiga dan empat bodoh sekali.,Anger
"dia bilang kalau alter kata-kata harus tanda tangan di tepi itu. hello, aku yang kena tanda tangan? tanya lah ke front desk kenapa harus aku yang diragukan. nasib tidak kena maki aku. aku marah betul kalau orang spoil mood aku pagi-pagi.",Anger
"luffy: selain bodoh, kamu juga pengecut! aku tidak menyukaimu.",Anger
"dibilang kalau sudah hatinya hitam, mana bisa membedakan putih atau hitam. yang pintar pun bisa jadi bodoh kalau hatinya dipenuhi penyakit hati.",Anger
"jangan bodoh, jangan kena umpan.",Anger
apalagi bodoh.,Anger
"marah nih, nuna.",Anger
"aku benci kalau pulau-pulau kecil, tidak paham.",Anger
tidak akan ada kesempatan kedua kalau tahun ini kalian masih bodoh semua. data hasil kerja keras saya sia-sia untuk mencerdaskan kalian.,Anger
"baunya busuk sekali, sumpah. tidak tahu kucing aku ini punya dendam apa sama aku. setiap dia kentut pasti mendekat dan sok-sokan manja. aslinya kentut.",Anger
"bau centi sekali, bangsat.",Anger
"lagu galau zaman kelas sepuluh, pas zaman-zamannya galauin cowok yang seharusnya tidak aku galauin. haha, dasar bodoh.",Anger
"inilah contoh orang-orang yang belum siap bersosial media. sudah berpikiran tertutup, rasis, bodoh, sikap tidak ada.",Anger
"setiap kali mau marah pasti kena begini. haha, tidak apa, tidak jadi mau marah.",Anger
emosi dari kemarin tidak hilang-hilang.,Anger
"seperti ini nih manusia paling bodoh! sedikit-sedikit bawa agama, pola pikir bodoh berkedok agamis.",Anger
"hari ini mau pergi menegur pengacara bodoh yang menyusahkan pelanggan. hari itu sudah tanda tangan dokumen semua, malah dia bilang dokumen salah cetak, dan aku harus pergi lagi untuk tanda tangan ulang. firma bodoh itu tidak mau bertanggung jawab, bahkan untuk datang setengah jalan bertemu klien.",Anger
bodoh punya orang! aku doakan makanan yang kamu beli jatuh terburai sebelum sempat masuk mulut. amin.,Anger
memang emosi.,Anger
sumpah bikin emosi saja pagi-pagi.,Anger
"satu keluarga suka kucing, tapi ada satu orang yaitu nenekku yang benci sekali sama kucing. kalau ketahuan main kucing pasti dimarahi, diperingatkan soal toxoplasma, penyakit, terus bulu nempel. sebel sekali, apaan sih.",Anger
"aku benci isi kepalaku, isi hatiku, dan semuanya.",Anger
"iya, bapak dan ibu aku memang bodoh.",Anger
bodoh kamu memang.,Anger
"saraf di otak mutanjir kena, ini sudah tidak tertolong bodohnya.",Anger
pendukung pemerintah memang bangsat.,Anger
"nah ini. kalau yang kita benci kejahatannya, siapapun wajib dilaporkan. dalam kejahatan siapapun bisa terlibat, kan?",Anger
aku benci tahun ini.,Anger
pagi-pagi sudah bikin emosi ya.,Anger
"umatmu bodoh sih, tidak bisa membedakan mana bunglon mana asli. kebanyakan halu berkhayal bersetubuh dengan bidadari transparan ya begini jadinya. otak tidak dipakai.",Anger
artinya lagi marah.,Anger
terus ujaran apa? ujaran bangsat? ujaran monyet?,Anger
"tidak apa-apa, aku emosi saja sama kamu.",Anger
"ayo emosi, jangan sabar.",Anger
"azab jualan ayat, bodoh.",Anger
"duh adik aku bangsat, dikasih uang buat infak malah buat jajan.",Anger
"maunya enak di kamu saja, bodoh.",Anger
"benci sekali sama sistem kredit. oke lah mereka mau cari untung lebih, tapi pakai otak sedikit. pantesan ibu aku cerewet banget soal satu persen itu banyak. beli tunai disuruh inden satu bulan, sudah begitu tidak ada basa-basi atau menawarkan lain. kalau kredit malah heboh sendiri.",Anger
marah besar.,Anger
"jangan marah-marah, namanya juga sepak bola. wasit juga manusia, bisa membuat salah.",Anger
"nomor tiga tidak benar sekali menurut aku. woi, mencegah perzinaan ya tahan nafsu, bodoh. jangan minta poligami. semena-mena minta poligami cuma buat memuaskan nafsu sendiri, brengsek. dan nomor empat penyampaiannya salah, seolah-olah istri cuma alat pemenuh kepuasan.",Anger
"lah, adik aku sudah lulus kuliah juga masih aku panggil adik. ada-ada saja kamu ya, pagi-pagi bikin emosi. maaf.",Anger
"poin ketiga bodoh sekali, astaghfirullah.",Anger
tata juga bodoh ya.,Anger
"santai untuk cowok, tidak usah emosi, sabar oke. biarkan mereka menilai seperti apa tentang cowok. kita cukup memilih mana yang lebih cocok, haha.",Anger
"by the way, perayangan ini lama-lama bikin jengkel ya, hmm.",Anger
"ih, bodoh ya, ketakutan tantrum anak kecilnya di kampus sampai malam.",Anger
tidak usah nambah emosi lagi.,Anger
jangan percaya orang yang berpihak pada rezim bong. cerdas sedikit tidak usah banyak-banyak. kebanyakan tetap saja bodoh.,Anger
anjing! akun bodoh.,Anger
"halah, tai. pagi-pagi dibuat emosi, support system support system, omong kosong.",Anger
balas dendam dengan cara ini memang paling elegan.,Anger
aneh kamu bangsat.,Anger
"iya itu kan dulu, tahun lalu, sebelum tobat jadi pemuja fol ges. ngeyel sekali kamu. kamu tidak tahu saya ini pemuja fol ges, profil pakai fol ges, mengakui kalau fol ges itu panutan saya? kamu bodoh sekali. aku jijik banget sama kamu. capek sekali.",Anger
"aku benci sekali sama kamu. hatimu itu seperti busway, sering memasukkan dan mengeluarkan orang lain.",Anger
"mau marah, sayang update aku sudah tidur.",Anger
"dit, aku bodoh. ranking tiga puluh lima dari tiga puluh enam. jadi menurut kamu, apa aku paham arti md selain mercedes benz?",Anger
bangsat orang yang suka pinjam uang lalu pas ditagih malah lari. tidak usah dikasih ampun.,Anger
"haha, benar. pagi-pagi sarapan saja. jangan marah-marah, nanti cepat tua.",Anger
"memang bangsat para netizen, sampai bayi saja dihujat seperti itu.",Anger
"biasalah, ada saja orang yang bikin emosi.",Anger
"kata bapakku, kalau dapat mertua atau suami yang pola pikirnya seperti itu, pikir-pikir lagi. bukan cuma bikin sakit hati tapi sakit batin dan sakit segalanya. karena mertua atau suami yang baik tidak akan melakukan atau menyuruh hal bodoh.",Anger
"bangsat, kamu juga anggota malik anjing.",Anger
"mungkin merasa tidak enak karena gopal sudah tinggi jabatannya di aafikabbogor, dan mungkin juga dikira cuma bercanda. mau menegur tidak berani, mau marah juga tidak berani. mungkin begitu ya.",Anger
"kalau nanti dua ribu dua puluh empat suaranya tetap dapat banyak, berarti kalian memang pantas terhina dan jangan marah kalau dihina.",Anger
"di masjid jaga jarak, di mall berdesak-desakan rebutan kaos. sudah dua ribu dua puluh dua masih saja bodoh.",Anger
"bodoh sekali aku, anjing. kok bisa kelepasan.",Anger
pagi-pagi membuat emosi.,Anger
"ada yang mengerti tweet aku, dia kira aku benci karena tidak ada momen bw, padahal aku benci karena trailernya penuh dengan momen sedih.",Anger
malas sama orang bodoh dia soalnya.,Anger
"faisal basri sudah sangat kesal. soalnya si bakhun bela jokowi pakai gigi lima, gaspol. sebelum live ngomongnya lain, pas live lain lagi. ya sudah, saatnya keluarkan jurus pamungkas.",Anger
"makin benci dan kesal terhadap agama-agama, terutama agama itu. sudah bisanya cuma bikin susah orang, tidak ada gunanya lagi.",Anger
"karena kucing aku belum disteril, jadi dia cari kucing jalanan untuk dikawinkan. karena kucingku jantan, akhirnya sering main ke teras tetangga. katanya suka berak sembarangan dan berisik, jadi tetangga marah sekali.",Anger
"kalian berdua bodoh, tidak usah rebutan.",Anger
"topa bodoh, bukan berarti semua orang ikut pindah.",Anger
"mau apapun yang aku post di media sosial, itu berarti aku merasa hidupku sudah cukup. bukan buat alasan orang meminjam uang ke aku dan tidak bayar hutang. makin ke sini, orang-orang makin bodoh saja.",Anger
"ioe la wax nga doug si yeufou xalei, lolou nga bodoh.",Anger
"vu que wahd marah yasraf aliya wa amarli jibi yedkom fougeh, aku hidup seperti aku mau hidup, aku tweet apa yang aku mau, dan aku lakukan apa yang aku mau.",Anger
bodoh di mana? kamu itu.,Anger
"jangan marah-marah mom, nanti air susu ibu tidak keluar.",Anger
"kamu lagi bodoh kalau percaya papagomo yang kamu panggil papa bodoh itu buat video setara hollywood, haha.",Anger
bodoh sekali jek.,Anger
dan hal bodoh ini tidak akan aku ulangi lagi.,Anger
pagi-pagi sudah emosi baca alternate universe. kesel. tidak boleh ada yang bikin bian kecewa atau sedih.,Anger
"tolong jangan buat aku emosi ya pagi-pagi, hey para homofobia.",Anger
komentarnya bangsat semua.,Anger
soumu bangsat.,Anger
"kalau kamu begitu ya sama saja dengan teman-teman kamu itu yang kalau deadlock ujung-ujungnya cari cadangan. padahal kamu sendiri yang bilang teman-temanmu bodoh. kerja kok model begitu, tidak mandiri.",Anger
"tidak ada peringatan, bodoh. tikus baru saja lewat menyentuh kakiku.",Anger
"aneh sih, orang kalau sudah cinta kadang kadar kebodohannya meningkat. maaf pengirim, tapi jujur kamu bodoh.",Anger
goblok kamu bangsat!,Anger
"aduh, tidak mau balas lagi tapi kesel sampai ubun-ubun. sini mendingan dm aku, kasih tahu kamu di rumah kapan, aku datangi terus aku jedotin. pakai bawa-bawa anak aku lagi, bangsat!",Anger
"tidak tahu, anjing, kesal.",Anger
ahok yang nyata pro rakyat yang kalian benci?,Anger
"apa sih, tidak jelas. mau kecil, besar juga kalau lebih tua tetap adik. bodoh.",Anger
maksudnya apa ya? orang seperti ini sengaja atau memang bodoh presidennya? anjing.,Anger
"aku tidak tahan, aku suka jedotin cewek aku ke lampu merah karena benci dia lambat sekali, lebih lama dari masak mie.",Anger
"anjing, bodoh semua di rnjna. sudah paling benar aku cuma baca lfs saja, karakternya benar semua. tidak seperti di rnjna yang kebanyakan bermasalah, beracun, egois.",Anger
"masih pagi, jangan bikin aku emosi.",Anger
menangisi cowok bermuka pas-pasan dan sikapnya jelek adalah level tolol lain.,Anger
"sengaja pilih yang kontroversial, seperti mau suruh orang benci.",Anger
"pertanyaan salah, jawaban salah, emosi salah, keputusan salah, tindakan salah, hasil salah, nasib salah, hidup salah.",Anger
"arghh, emosi lihat bang ziel.",Anger
"dih, bodoh.",Anger
"gini amat punya motor harus cuci sendiri, nanti kotor sendiri lagi, haha. kesal.",Anger
baju bodoh itu yang bagaimana sih?,Anger
emosi terus nih lansia.,Anger
"kasihan orang ini, istilah ""anak kolong"" saja tidak tahu. bisa main media sosial tapi malas membaca, bodoh sekali.",Anger
"iya ya, pernah agak bodoh aku.",Anger
mau marah.,Anger
"eh, ngomong begitu dibenci orang jepang lah. jangan sampai kamu ngomong begitu terus orang jepang menganggap negaramu tidak benar etikanya.",Anger
bangsat ini siapa yang setel lagu galau pagi-pagi.,Anger
"satu sisi teriak-teriak darurat pandemi, di sisi lain melakukan hal-hal bodoh seperti ini. kasihan sekali nasibmu rakyat.",Anger
"bohong ya, biasanya marah-marah itu aku lihat.",Anger
kalau benci sama.,Anger
"makin benci sama jumat. dua puluh empat jam termual untuk sebuah perjalanan darat tasik-cirebon-tasik. sabtu sudah kerja lagi. mantap. badan makin hancur, tinggal tunggu mati saja lah.",Anger
kalian apa bangsat.,Anger
ada saja yang memancing emosi pagi-pagi.,Anger
"nyenye nye, cowok sekarang banyak yang bangsat.",Anger
"aku jengkel lihat akun yunnie azza alias princess manula di mb. cari nafkah saja masih berjuang di negara orang lain, sibuk menjahati circle mb ivone di timeline. dari kemarin aku lihat screenshot tweet-nya, memfitnah terus-terusan.",Anger
si bodoh lupa membawa seperangkat alat mandi.,Anger
"semua kadrun benci ahok, itu sudah lumrah.",Anger
"di antara anggota dki, aku pingin pacarin model kasino. marah saja lucu sewotnya, apalagi pas merayu cewek.",Anger
"benci sekali lihat seorang profesional begini, kelihatan sekali tukang nyinyir. emang di kedokteran tidak ada kode etik yang mengatur tentang etika bermedia sosial ya?",Anger
"aduh, aku marah ya, tempe digituin, padahal tempe makanan terenak di muka bumi ini.",Anger
"ngomong dari pagi, bangsat, menyusahkan sekali.",Anger
"menjijikkan. sejak kapan poligami diizinkan oleh agama untuk mencegah zina? rasul juga poligami bukan sama wanita muda, tapi sama janda dan untuk melindungi mereka, bukan untuk berzina halal. bodoh.",Anger
"jangan bodoh ya ta. dia sudah hapus nomor ita. berarti dia ingin hapus ita dari hidupnya. jadi ita harus bisa tidak peduli dengan kehidupan media sosialnya. dia saja bisa, masa ita tidak bisa. please, jadilah kuat.",Anger
"undang-undang bodoh. kepala hangguk sudah dihantam dari belakang, sah-sah saja salah. jarak antar kendaraan itu tiga detik atau selang tiga mobil. masa tidak tahu undang-undang jalan raya. bodoh sekali. sini mobilmu aku sodok dengan backhoe delapan belas kali, lihat undang-undang bodoh atau tidak.",Anger
marah benar ya allah.,Anger
bodoh peliharaan! yang dipelihara itu harusnya tuyul ya ceu!,Anger
"ah alibi saja, tidak bisa tahan nafsu, malas masturbasi jadi predator. emosi pagi-pagi.",Anger
"episode tujuh aku kesal dengan gwinam, kenapa tidak mati sih? zombie immortal ya? sudah jatuh dari lantai empat. apa harus ditembak shotgun baru mati? terus namra bisa merasakan gwinam, tapi gwinam tidak bisa atau tidak ngerti?",Anger
"emosi sekali miu, tahan aku supaya tidak gebuk dia.",Anger
bikin aku emosi saja.,Anger
"orang tuanya: ""oh begini toh kelakuan anakku sebenarnya,"" sambil muka emosi ala sinetron ngomong dalam hati.",Anger
makin banyak orang bodoh anjing goblok.,Anger
kamu saja yang bodoh bin dungu!,Anger
kalau bodoh jangan ajak-ajak orang lain. stres.,Anger
"ada banget paniknya kamu, haha. eh kenapa? kirain sakit ternyata bodoh.",Anger
"oh begitu ya? kalau aku dari awal masa bodoh dengan corona, aku tidak minta vaksin. kalau mati dibunuh dia, aku tidak peduli, itu memang takdir. sampai sekarang aku anti vaksin, anggap corona itu sama seperti flu. kalau ada gejala cukup menjauhi orang saja.",Anger
pagi-pagi emosi.,Anger
"bodoh ya bodoh saja, tapi jangan ngajak-ngajak!",Anger
"pas jalan hijau kamu bilang ""aku cinta kamu,"" jangan marah ya. tapi kalau pas lampu oranye, kamu bilang begini, lalu bagaimana laki-laki mau ngomong?",Anger
tai kamu goblok!! bangsat!!,Anger
keriting bodoh syiah laknat.,Anger
"sakit hati, tapi tidak berhak marah juga karena bukan siapa-siapa.",Anger
"sumpah aku benci sekali orang seperti ini. kalau tidak suka lebih baik diam daripada melakukan sesuatu yang bikin sakit hati. kalau ibunya tahu betapa sakitnya anaknya digituin, mb-nya sudah sempurna apa? benci sekali sama orang yang memandang fisik.",Anger
bukan penggemar manchester united namanya kalau tidak bodoh atau goblok.,Anger
"malas, bikin emosi.",Anger
"anjing, kontol, bangsat, memek. munculkan lagi semua karakter yang ada di season satu, lanjutkan season satu, tapi endingnya rusak, tidak bagus.",Anger
"oii bodoh, sebelum pakatan harapan dua puluh dua bulan pun harga ayam di tesco memang lima koma sembilan sembilan. untunglah bodoh plus kontol gratis.",Anger
anda memang bodoh.,Anger
"banget, apalagi kalau lagi tidur terus kaget rasanya pengen marah-marah.",Anger
"teman-teman aku aji mumpung semua, bangsat.",Anger
"nanti kalau disadap balik, marah, ups.",Anger
suka marah.,Anger
apakah kamu juga harus berbuat hal yang sama pada orang lain meskipun orang itu tidak bersalah padamu? hanya untuk mendapat perhatian dan balas dendam? itu hanya akan membuatmu semakin dibenci dan dijauhi. cobalah belajar untuk menahan emosi dan perkataan.,Anger
"punya acara pagi bukannya disiapkan dari malam atau bangun lebih awal, malah memilih marah-marah di pagi hari. hdehh.",Anger
"mental kamu miskin sekali anjing. literan tujuh belas ribu, giliran kamu butuh baru koar-koar. benci sekali aku kalau begini.",Anger
"apa-apaan ini, benci sekali pagi-pagi lewat timeline bikin iri dan dengki.",Anger
"kurang ajar sekali manusia yang menyebarkan id telegram aku di grup anonymous chat, isinya orang-orang cabul semua, bodoh.",Anger
mba kuntil bikin emosi.,Anger
jangan memancing emosi pagi-pagi.,Anger
"kalau dia marah sampai menghancurkan barang seperti hp atau apa, tolong tinggalin.",Anger
"lah, tiba-tiba kena marah.",Anger
"kesal tidak sih, anjing. dibangunkan kayak dikagetin begitu. marah kan, bangsat. emosi sekali aku.",Anger
"jangan bawa-bawa mu nad, banyak yang marah. urus liga italia saja.",Anger
marah-marah.,Anger
